item_name,category,shelf_life_days,unit_price,stock_qty,sales_qty,returned_qty,discount_applied,day_of_week,month,holiday_flag,temperature,rainfall,wasted_food
Cheese,Dairy,14,186.1,198,169,0,0,Wednesday,4,1,22,0,29
Croissant,Bakery,2,119.54,260,42,1,20,Thursday,2,0,14,1,219
Croissant,Bakery,13,38.84,126,20,0,15,Thursday,8,0,8,0,106
Bread,Bakery,3,82.69,73,16,0,0,Monday,10,0,33,0,57
Carrot,Vegetables,5,47.61,129,9,0,20,Tuesday,7,1,26,0,120
Croissant,Bakery,9,133.62,174,133,1,5,Sunday,5,0,11,0,42
Tomato,Vegetables,14,116.09,222,160,16,5,Wednesday,1,1,13,0,78
Carrot,Vegetables,4,13.25,119,89,5,10,Saturday,7,0,5,0,35
Potato,Vegetables,14,141.97,274,8,0,5,Thursday,2,0,22,0,266
Orange,Fruits,10,72.06,207,99,4,5,Tuesday,1,1,9,0,112
Croissant,Bakery,9,186.74,236,31,2,20,Tuesday,8,0,40,1,207
Tomato,Vegetables,4,123.82,51,28,2,0,Thursday,7,0,31,0,25
Cheese,Dairy,15,63.47,74,43,2,10,Sunday,3,0,19,1,33
Croissant,Bakery,2,33.69,205,103,7,20,Sunday,11,1,28,1,109
Tomato,Vegetables,7,94.13,198,95,4,15,Sunday,3,0,21,1,107
Croissant,Bakery,15,163.92,256,222,0,0,Monday,9,0,12,0,34
Croissant,Bakery,2,163.16,231,141,3,0,Thursday,7,1,10,1,93
Butter,Dairy,10,18.1,26,16,0,10,Thursday,2,0,6,0,10
Tomato,Vegetables,9,26.04,280,21,1,15,Monday,4,0,34,0,260
Tomato,Vegetables,2,164.47,167,92,8,10,Thursday,5,0,30,0,83
Croissant,Bakery,2,13.31,242,46,2,20,Sunday,9,1,33,1,198
Orange,Fruits,9,15.64,81,71,0,10,Tuesday,11,0,30,0,10
Orange,Fruits,15,93.12,221,111,2,0,Wednesday,10,0,38,0,112
Butter,Dairy,2,16.1,156,103,6,15,Monday,5,1,6,0,59
Bread,Bakery,9,121.82,259,63,2,0,Monday,12,1,20,0,198
Tomato,Vegetables,7,57.37,53,20,0,0,Wednesday,10,0,24,1,33
Mango,Fruits,12,52.5,53,12,1,20,Thursday,11,0,31,1,42
Tomato,Vegetables,8,182.53,70,19,0,15,Wednesday,1,1,35,1,51
Cheese,Dairy,15,43.1,185,111,2,5,Saturday,12,1,12,1,76
Bread,Bakery,13,166.28,155,42,3,5,Monday,4,1,8,1,116
Milk,Dairy,3,88.04,101,84,0,10,Monday,9,0,20,1,17
Banana,Fruits,3,25.87,247,246,0,20,Friday,11,1,37,0,1
Cake,Bakery,6,67.78,90,20,0,15,Wednesday,9,0,33,1,70
Apple,Fruits,10,42.79,33,16,0,15,Thursday,6,1,10,0,17
Butter,Dairy,11,26.17,226,23,2,0,Tuesday,9,1,22,0,205
Banana,Fruits,9,147.98,220,148,10,15,Saturday,11,0,22,0,82
Potato,Vegetables,13,32.4,65,54,0,10,Thursday,1,1,40,0,11
Butter,Dairy,6,138.1,134,85,6,10,Monday,8,1,16,1,55
Cake,Bakery,13,131.53,212,98,8,5,Saturday,5,1,6,1,122
Orange,Fruits,4,22.3,25,4,0,0,Thursday,3,0,27,0,21
Orange,Fruits,10,113.88,20,16,0,10,Friday,7,0,7,1,4
Yogurt,Dairy,8,101.11,289,227,19,20,Monday,7,0,9,0,81
Tomato,Vegetables,5,199.76,77,75,3,10,Saturday,10,0,18,1,5
Croissant,Bakery,5,100.27,228,228,0,10,Tuesday,4,0,21,1,0
Cake,Bakery,7,158.15,31,10,1,10,Sunday,5,1,14,1,22
Bread,Bakery,8,70.4,36,12,1,10,Monday,10,1,30,0,25
Mango,Fruits,13,22.41,284,64,5,10,Friday,9,0,39,0,225
Mango,Fruits,15,114.72,69,34,0,15,Wednesday,7,0,19,1,35
Butter,Dairy,12,81.54,155,139,6,20,Saturday,9,0,30,1,22
Carrot,Vegetables,11,69.35,66,41,2,20,Wednesday,6,0,12,0,27
Cheese,Dairy,2,170.52,264,184,7,15,Saturday,1,1,12,0,87
Apple,Fruits,8,139.73,51,14,1,5,Thursday,6,0,31,0,38
Muffin,Bakery,7,80.75,48,24,1,0,Monday,1,1,13,1,25
Potato,Vegetables,2,65.73,212,96,4,20,Friday,7,1,36,1,120
Muffin,Bakery,14,92.8,102,1,0,10,Thursday,6,1,33,1,101
Cake,Bakery,14,191.07,183,56,1,20,Sunday,10,0,32,0,128
Yogurt,Dairy,6,161.8,215,200,4,5,Sunday,7,1,23,0,19
Cake,Bakery,12,73.46,197,58,0,0,Saturday,11,1,15,0,139
Croissant,Bakery,4,65.88,251,109,7,15,Wednesday,7,0,25,0,149
Apple,Fruits,3,25.02,163,25,0,10,Sunday,9,1,39,1,138
Bread,Bakery,14,181.84,294,7,0,15,Friday,9,1,35,1,287
Cheese,Dairy,15,25.04,203,113,0,10,Thursday,3,1,21,0,90
Apple,Fruits,4,148.78,104,6,0,20,Wednesday,4,1,26,0,98
Orange,Fruits,13,121.86,217,192,17,0,Thursday,9,1,15,1,42
Potato,Vegetables,6,34.3,139,128,5,10,Wednesday,5,0,7,1,16
Onion,Vegetables,12,79.81,259,173,4,5,Sunday,2,0,13,0,90
Butter,Dairy,6,156.25,271,43,3,15,Sunday,7,0,20,1,231
Butter,Dairy,4,15.83,295,194,5,0,Thursday,6,0,39,0,106
Cake,Bakery,5,167.07,150,84,3,0,Thursday,10,0,25,0,69
Potato,Vegetables,7,171.08,176,3,0,0,Friday,2,1,33,1,173
Tomato,Vegetables,15,90.75,108,35,2,10,Saturday,6,1,21,1,75
Croissant,Bakery,15,111.67,205,176,2,15,Friday,10,0,33,0,31
Muffin,Bakery,5,132.29,83,18,1,20,Friday,11,1,39,1,66
Banana,Fruits,14,141.21,51,19,1,15,Friday,12,0,35,0,33
Carrot,Vegetables,12,36.13,212,59,0,0,Sunday,12,1,21,0,153
Potato,Vegetables,5,168.01,135,115,2,20,Tuesday,4,0,14,0,22
Apple,Fruits,8,184.79,100,72,3,5,Friday,9,0,40,0,31
Cheese,Dairy,3,18.51,79,1,0,5,Tuesday,1,0,9,1,78
Mango,Fruits,8,31.78,35,32,3,15,Monday,1,0,23,0,6
Carrot,Vegetables,14,27.66,51,46,1,20,Wednesday,6,0,10,0,6
Orange,Fruits,8,158.78,90,24,1,10,Thursday,10,1,11,0,67
Croissant,Bakery,13,156.89,28,14,1,5,Monday,6,1,26,1,15
Apple,Fruits,7,13.71,43,27,1,15,Thursday,5,0,9,0,17
Orange,Fruits,6,174.83,66,28,1,0,Sunday,8,1,11,1,39
Carrot,Vegetables,2,109.33,27,11,0,15,Thursday,9,0,23,0,16
Mango,Fruits,4,83.8,255,7,0,20,Thursday,9,0,35,1,248
Muffin,Bakery,2,80.49,239,46,2,15,Sunday,2,1,29,0,195
Cheese,Dairy,2,189.22,87,55,5,10,Thursday,11,0,29,0,37
Tomato,Vegetables,10,172.41,208,35,0,15,Wednesday,6,1,12,1,173
Mango,Fruits,6,144.15,90,62,2,15,Friday,3,0,11,0,30
Tomato,Vegetables,11,145.43,226,35,3,10,Tuesday,3,0,35,1,194
Cake,Bakery,2,164.12,155,93,4,5,Monday,9,1,23,1,66
Apple,Fruits,7,92.67,278,64,0,20,Tuesday,3,1,36,0,214
Bread,Bakery,3,130.1,132,87,6,10,Monday,8,0,18,0,51
Carrot,Vegetables,4,105.59,187,184,8,0,Monday,2,1,38,0,11
Yogurt,Dairy,13,96.0,66,17,1,0,Thursday,9,1,5,1,50
Bread,Bakery,14,76.77,50,5,0,20,Wednesday,1,0,34,0,45
Muffin,Bakery,4,91.21,42,23,0,15,Monday,10,0,17,0,19
Cake,Bakery,3,163.84,180,174,0,0,Thursday,5,0,37,1,6
Onion,Vegetables,5,164.04,92,72,7,15,Friday,9,0,31,1,27
Yogurt,Dairy,6,191.74,79,52,5,0,Friday,12,0,35,0,32
Tomato,Vegetables,5,181.32,56,2,0,10,Monday,3,1,40,1,54
Cheese,Dairy,3,98.97,171,54,5,10,Thursday,5,0,26,0,122
Apple,Fruits,8,173.79,299,222,1,15,Thursday,4,0,21,1,78
Yogurt,Dairy,4,70.4,136,97,4,15,Tuesday,9,0,26,1,43
Cake,Bakery,15,94.42,161,12,1,10,Thursday,10,1,27,0,150
Carrot,Vegetables,4,49.14,113,93,0,20,Monday,9,1,25,0,20
Cake,Bakery,12,142.97,34,6,0,0,Monday,2,1,37,1,28
Bread,Bakery,4,72.42,171,113,10,15,Monday,11,0,15,0,68
Orange,Fruits,5,69.87,157,21,2,5,Monday,2,0,16,1,138
Onion,Vegetables,15,192.78,25,5,0,0,Monday,6,0,26,0,20
Yogurt,Dairy,14,134.39,152,112,10,20,Wednesday,1,1,23,0,50
Apple,Fruits,14,94.16,117,108,2,15,Friday,9,0,27,1,11
Croissant,Bakery,12,152.69,53,3,0,15,Wednesday,11,0,24,0,50
Milk,Dairy,2,62.71,84,4,0,15,Monday,9,1,9,0,80
Tomato,Vegetables,5,198.19,192,157,5,20,Wednesday,6,0,28,1,40
Milk,Dairy,7,83.71,37,3,0,15,Friday,10,0,6,1,34
Apple,Fruits,3,113.88,244,122,4,0,Sunday,12,0,35,1,126
Cheese,Dairy,12,46.83,167,78,5,5,Monday,1,1,36,1,94
Banana,Fruits,7,72.34,131,41,2,0,Monday,8,0,29,1,92
Potato,Vegetables,8,44.89,74,58,4,10,Tuesday,10,0,16,0,20
Cheese,Dairy,6,72.9,68,8,0,0,Friday,1,1,7,1,60
Milk,Dairy,12,155.22,296,284,13,20,Wednesday,4,0,14,0,25
Cake,Bakery,8,94.37,89,78,0,10,Saturday,6,1,26,1,11
Potato,Vegetables,3,42.49,236,79,2,15,Monday,4,0,31,0,159
Croissant,Bakery,9,80.31,286,95,1,10,Thursday,8,0,13,0,192
Apple,Fruits,3,162.22,102,28,2,20,Monday,3,0,32,0,76
Croissant,Bakery,3,76.99,288,63,4,20,Thursday,12,0,28,0,229
Apple,Fruits,14,31.29,243,54,4,10,Wednesday,9,0,25,1,193
Banana,Fruits,13,141.24,215,142,8,0,Saturday,1,1,20,1,81
Milk,Dairy,10,196.03,99,65,4,15,Tuesday,9,1,26,1,38
Bread,Bakery,10,36.24,264,83,0,0,Tuesday,9,0,23,0,181
Cheese,Dairy,12,189.65,50,16,0,10,Wednesday,8,1,18,0,34
Bread,Bakery,8,195.05,204,147,9,5,Saturday,1,0,5,0,66
Croissant,Bakery,2,62.63,96,28,0,5,Saturday,8,1,27,0,68
Croissant,Bakery,7,146.39,41,8,0,15,Wednesday,1,1,21,1,33
Milk,Dairy,12,197.03,49,22,2,20,Tuesday,8,1,34,1,29
Apple,Fruits,11,112.08,87,9,0,5,Friday,2,1,9,1,78
Carrot,Vegetables,15,125.54,101,74,3,0,Sunday,1,1,20,1,30
Cake,Bakery,8,40.82,61,51,1,0,Thursday,8,0,37,0,11
Carrot,Vegetables,10,178.11,233,215,12,15,Sunday,1,1,19,1,30
Milk,Dairy,11,107.31,221,92,5,0,Wednesday,10,1,21,1,134
Cake,Bakery,8,84.39,120,87,4,20,Sunday,4,0,31,1,37
Muffin,Bakery,12,124.86,105,58,1,5,Sunday,3,1,13,1,48
Bread,Bakery,6,194.04,150,55,3,5,Sunday,12,1,40,1,98
Potato,Vegetables,3,139.04,282,20,2,15,Friday,11,0,31,0,264
Yogurt,Dairy,15,145.13,214,67,1,5,Friday,6,0,13,1,148
Banana,Fruits,7,136.67,206,136,3,5,Tuesday,5,0,7,0,73
Bread,Bakery,13,168.55,290,255,12,0,Wednesday,12,1,28,1,47
Orange,Fruits,9,72.86,252,102,9,10,Saturday,11,1,17,1,159
Butter,Dairy,7,117.22,158,100,6,20,Sunday,9,1,9,1,64
Yogurt,Dairy,4,25.02,195,73,5,0,Friday,12,0,26,1,127
Muffin,Bakery,4,154.48,93,41,2,20,Thursday,7,1,33,0,54
Croissant,Bakery,2,96.11,161,34,1,10,Sunday,12,0,22,0,128
Apple,Fruits,15,64.32,155,139,9,5,Tuesday,3,1,12,1,25
Onion,Vegetables,5,146.49,48,28,2,15,Tuesday,11,1,19,0,22
Bread,Bakery,10,132.67,82,63,4,10,Tuesday,3,0,10,1,23
Apple,Fruits,10,63.36,100,26,1,10,Saturday,3,1,37,1,75
Onion,Vegetables,15,139.25,275,24,0,15,Tuesday,11,0,6,1,251
Potato,Vegetables,5,181.94,256,231,4,20,Thursday,7,1,31,0,29
Butter,Dairy,2,31.18,51,41,0,10,Sunday,3,1,39,0,10
Muffin,Bakery,7,133.32,43,2,0,5,Thursday,11,0,13,0,41
Potato,Vegetables,7,97.99,119,15,1,0,Friday,5,0,12,0,105
Apple,Fruits,9,198.76,37,12,0,5,Thursday,10,1,27,0,25
Banana,Fruits,13,15.09,115,73,7,5,Wednesday,3,1,27,0,49
Cheese,Dairy,4,38.65,246,58,5,20,Tuesday,9,0,5,1,193
Carrot,Vegetables,13,141.76,133,90,3,5,Tuesday,7,1,10,1,46
Cake,Bakery,8,27.41,45,35,3,0,Friday,3,1,36,0,13
Cheese,Dairy,8,17.33,27,15,0,5,Thursday,2,1,40,0,12
Milk,Dairy,15,103.67,242,236,22,10,Friday,5,1,35,0,28
Carrot,Vegetables,14,59.9,94,26,0,5,Tuesday,3,0,11,1,68
Potato,Vegetables,7,116.44,98,91,2,5,Saturday,6,1,8,1,9
Yogurt,Dairy,5,80.6,45,24,0,15,Sunday,4,0,12,0,21
Carrot,Vegetables,12,160.67,161,26,0,0,Thursday,11,1,19,1,135
Muffin,Bakery,4,12.57,56,14,1,5,Thursday,11,0,37,1,43
Banana,Fruits,11,167.35,262,187,12,0,Wednesday,12,1,35,0,87
Onion,Vegetables,6,118.05,109,80,1,10,Monday,7,1,9,0,30
Onion,Vegetables,8,61.61,66,48,4,5,Friday,6,1,40,1,22
Potato,Vegetables,2,100.66,20,4,0,10,Tuesday,7,0,5,0,16
Apple,Fruits,4,148.5,65,19,1,0,Tuesday,10,0,32,1,47
Mango,Fruits,8,16.9,287,242,6,0,Tuesday,7,1,35,0,51
Croissant,Bakery,4,93.19,219,172,0,15,Wednesday,12,1,39,1,47
Potato,Vegetables,15,131.11,126,120,10,20,Saturday,12,1,17,0,16
Cake,Bakery,7,68.67,35,32,2,5,Tuesday,2,0,7,0,5
Bread,Bakery,7,170.01,198,124,12,15,Wednesday,5,1,23,1,86
Bread,Bakery,2,36.65,257,202,9,10,Friday,11,1,36,1,64
Carrot,Vegetables,11,95.53,178,22,1,5,Thursday,6,1,7,1,157
Tomato,Vegetables,2,87.27,200,80,3,15,Tuesday,1,1,22,1,123
Butter,Dairy,9,25.02,203,35,3,5,Wednesday,4,0,28,1,171
Croissant,Bakery,7,76.46,102,67,1,15,Thursday,11,0,32,1,36
Milk,Dairy,15,69.66,168,134,9,20,Sunday,10,1,30,1,43
Carrot,Vegetables,12,92.58,172,84,4,10,Saturday,4,1,21,0,92
Tomato,Vegetables,8,118.18,145,62,6,10,Wednesday,10,1,23,0,89
Carrot,Vegetables,6,13.26,107,18,0,0,Friday,6,1,13,1,89
Yogurt,Dairy,3,57.34,73,1,0,5,Monday,12,0,12,1,72
Cake,Bakery,7,67.26,285,178,6,10,Saturday,12,1,28,1,113
Banana,Fruits,15,157.77,39,15,0,0,Wednesday,5,1,24,1,24
Croissant,Bakery,13,126.08,47,1,0,10,Monday,3,0,18,1,46
Carrot,Vegetables,15,77.69,220,48,2,20,Wednesday,11,1,5,1,174
Croissant,Bakery,3,59.61,204,141,4,5,Wednesday,12,1,30,1,67
Milk,Dairy,3,52.34,297,281,11,0,Tuesday,5,0,17,1,27
Cheese,Dairy,2,173.02,119,39,3,10,Tuesday,5,1,18,0,83
Muffin,Bakery,5,136.02,232,129,11,15,Sunday,9,0,7,1,114
Yogurt,Dairy,8,153.12,45,9,0,15,Thursday,5,0,34,1,36
Milk,Dairy,6,49.49,183,14,0,5,Friday,6,0,15,0,169
Carrot,Vegetables,8,74.28,249,192,10,5,Tuesday,4,0,38,0,67
Milk,Dairy,4,13.09,189,102,9,0,Tuesday,4,0,19,0,96
Cheese,Dairy,6,87.58,245,17,0,15,Sunday,8,1,5,1,228
Banana,Fruits,14,100.89,197,192,10,5,Saturday,1,0,22,1,15
Milk,Dairy,3,188.9,108,29,2,20,Friday,5,1,15,0,81
Croissant,Bakery,6,146.18,87,5,0,20,Wednesday,8,0,6,0,82
Banana,Fruits,4,135.76,87,37,0,10,Monday,8,1,21,1,50
Cake,Bakery,12,130.85,273,164,8,15,Monday,10,0,21,0,117
Orange,Fruits,12,112.91,294,225,4,15,Saturday,3,1,37,0,73
Cheese,Dairy,7,123.77,195,98,6,20,Wednesday,12,1,37,0,103
Butter,Dairy,5,129.17,251,146,12,0,Sunday,3,0,13,0,117
Bread,Bakery,3,110.87,282,21,0,10,Saturday,9,1,8,0,261
Apple,Fruits,15,166.63,169,9,0,20,Tuesday,6,0,21,1,160
Yogurt,Dairy,13,178.29,76,63,0,5,Tuesday,3,1,29,1,13
Cheese,Dairy,10,96.34,103,2,0,10,Tuesday,3,0,29,0,101
Orange,Fruits,12,164.07,215,49,1,0,Saturday,9,0,17,1,167
Onion,Vegetables,9,176.67,29,9,0,20,Friday,10,1,5,1,20
Apple,Fruits,14,41.58,211,157,12,20,Saturday,6,0,25,0,66
Mango,Fruits,6,128.54,113,50,3,5,Tuesday,10,1,31,0,66
Potato,Vegetables,9,185.04,262,163,5,5,Wednesday,10,0,6,1,104
Cake,Bakery,7,113.12,92,77,2,0,Saturday,6,0,14,1,17
Bread,Bakery,7,185.57,230,55,0,5,Friday,6,1,30,0,175
Banana,Fruits,9,136.99,98,82,6,5,Sunday,10,1,16,0,22
Mango,Fruits,3,73.69,152,131,0,20,Wednesday,2,0,18,0,21
Milk,Dairy,2,61.8,293,114,11,5,Monday,11,0,16,0,190
Croissant,Bakery,14,24.49,171,130,10,0,Saturday,6,0,32,1,51
Mango,Fruits,6,179.79,73,14,1,10,Friday,9,0,29,1,60
Potato,Vegetables,15,169.0,20,1,0,5,Friday,9,1,33,1,19
Yogurt,Dairy,10,72.19,218,163,12,10,Sunday,7,1,12,1,67
Cheese,Dairy,6,135.12,77,18,1,5,Tuesday,2,0,16,0,60
Tomato,Vegetables,2,64.02,149,136,3,0,Wednesday,12,1,37,0,16
Cake,Bakery,15,126.85,98,97,6,20,Friday,10,1,38,0,7
Cheese,Dairy,3,149.72,30,1,0,15,Thursday,7,0,15,0,29
Bread,Bakery,7,187.89,102,69,2,5,Friday,7,0,11,0,35
Tomato,Vegetables,7,163.83,158,62,4,5,Friday,12,0,27,0,100
Banana,Fruits,12,157.89,51,3,0,15,Friday,12,1,15,1,48
Banana,Fruits,15,53.16,125,112,8,20,Thursday,11,0,18,1,21
Apple,Fruits,10,73.88,78,69,6,15,Tuesday,7,1,11,0,15
Orange,Fruits,14,30.65,58,12,0,20,Sunday,3,0,19,0,46
Croissant,Bakery,7,180.57,256,32,3,10,Saturday,12,0,30,1,227
Mango,Fruits,3,133.62,236,193,11,20,Tuesday,1,0,22,0,54
Croissant,Bakery,9,125.27,229,29,1,20,Saturday,2,1,31,0,201
Onion,Vegetables,12,104.52,28,22,2,5,Saturday,7,1,28,1,8
Banana,Fruits,11,175.28,68,17,1,15,Tuesday,5,0,26,1,52
Yogurt,Dairy,12,92.68,24,24,1,10,Tuesday,10,0,33,1,1
Banana,Fruits,14,127.3,236,151,9,0,Sunday,8,1,36,0,94
Cake,Bakery,6,140.34,274,130,8,10,Saturday,10,1,30,1,152
Croissant,Bakery,14,125.57,278,154,3,15,Thursday,4,1,34,1,127
Butter,Dairy,13,120.49,293,54,3,10,Sunday,10,0,21,1,242
Tomato,Vegetables,14,124.94,283,201,0,10,Tuesday,2,0,15,1,82
Butter,Dairy,2,85.37,168,141,9,0,Monday,9,0,22,1,36
Tomato,Vegetables,14,52.07,296,293,17,5,Sunday,11,0,26,1,20
Potato,Vegetables,11,123.05,262,134,13,0,Friday,6,1,20,0,141
Butter,Dairy,14,80.41,26,1,0,5,Monday,11,1,29,1,25
Muffin,Bakery,12,48.63,203,99,4,0,Friday,5,0,33,1,108
Mango,Fruits,11,19.84,265,9,0,20,Thursday,3,1,7,0,256
Croissant,Bakery,8,80.75,82,6,0,10,Wednesday,5,1,13,0,76
Mango,Fruits,6,136.4,236,143,14,15,Sunday,6,0,24,0,107
Banana,Fruits,14,157.84,79,41,2,20,Friday,7,1,13,1,40
Banana,Fruits,4,188.4,112,15,0,10,Tuesday,4,1,33,0,97
Carrot,Vegetables,6,101.28,219,77,4,10,Wednesday,10,0,32,1,146
Milk,Dairy,15,166.58,138,136,3,10,Monday,8,0,13,1,5
Onion,Vegetables,5,29.31,48,0,0,15,Tuesday,11,0,10,0,48
Banana,Fruits,14,131.62,257,253,5,15,Sunday,5,0,27,1,9
Onion,Vegetables,4,44.38,176,43,2,5,Saturday,6,0,30,0,135
Carrot,Vegetables,7,126.84,249,17,0,10,Monday,9,0,28,1,232
Muffin,Bakery,9,96.28,157,120,3,10,Saturday,4,1,14,1,40
Orange,Fruits,3,168.32,256,60,2,20,Wednesday,12,1,17,1,198
Potato,Vegetables,2,73.34,270,261,17,0,Tuesday,4,0,38,0,26
Apple,Fruits,15,159.63,122,30,1,15,Monday,9,1,37,0,93
Muffin,Bakery,14,43.08,298,243,6,0,Wednesday,9,1,16,1,61
Muffin,Bakery,4,33.22,176,104,5,5,Wednesday,12,0,35,0,77
Bread,Bakery,7,90.72,264,96,4,10,Sunday,7,1,10,1,172
Mango,Fruits,4,122.57,223,150,2,10,Tuesday,4,1,13,1,75
Mango,Fruits,6,194.62,194,13,0,0,Monday,1,1,35,0,181
Croissant,Bakery,15,186.91,194,41,0,0,Friday,10,1,38,1,153
Potato,Vegetables,12,66.01,161,131,12,20,Wednesday,10,1,28,1,42
Yogurt,Dairy,15,157.27,271,168,11,20,Tuesday,9,0,8,0,114
Milk,Dairy,9,151.59,256,37,1,10,Friday,9,0,33,0,220
Apple,Fruits,7,152.62,290,153,8,10,Sunday,2,1,18,1,145
Banana,Fruits,10,199.03,287,53,0,5,Saturday,4,0,18,1,234
Apple,Fruits,14,25.56,145,125,8,0,Wednesday,6,0,6,0,28
Cake,Bakery,9,119.65,209,80,2,20,Sunday,7,1,18,0,131
Tomato,Vegetables,12,167.52,180,129,8,0,Sunday,12,1,5,1,59
Cheese,Dairy,12,84.97,82,15,0,20,Monday,1,0,39,0,67
Orange,Fruits,4,132.8,181,89,1,5,Saturday,7,0,8,1,93
Bread,Bakery,2,63.85,51,8,0,5,Saturday,8,0,30,0,43
Carrot,Vegetables,5,82.03,225,35,3,0,Tuesday,12,1,37,1,193
Cheese,Dairy,7,55.98,50,45,0,10,Friday,6,1,10,1,5
Carrot,Vegetables,12,56.8,191,98,6,5,Friday,8,0,27,1,99
Bread,Bakery,8,65.13,221,173,1,5,Sunday,9,0,35,1,49
Butter,Dairy,2,172.5,298,215,20,15,Thursday,1,1,20,1,103
Milk,Dairy,8,163.38,151,17,1,0,Monday,2,1,25,0,135
Onion,Vegetables,8,167.36,41,23,0,0,Tuesday,11,0,13,1,18
Milk,Dairy,6,37.11,234,53,3,5,Sunday,9,0,21,1,184
Carrot,Vegetables,3,110.49,137,81,3,0,Friday,7,0,31,1,59
Orange,Fruits,13,153.67,21,18,0,5,Friday,9,1,37,1,3
Onion,Vegetables,14,192.57,77,30,2,20,Saturday,8,0,36,0,49
Orange,Fruits,5,14.04,237,206,17,20,Monday,2,1,22,0,48
Yogurt,Dairy,5,122.22,287,33,3,5,Friday,8,1,27,0,257
Cheese,Dairy,8,63.95,263,230,0,10,Monday,4,0,5,0,33
Potato,Vegetables,10,166.92,234,5,0,20,Tuesday,7,0,27,1,229
Milk,Dairy,6,22.89,107,29,0,20,Monday,12,1,33,1,78
Milk,Dairy,6,154.01,53,1,0,15,Saturday,10,1,11,0,52
Yogurt,Dairy,7,199.59,142,141,10,0,Monday,10,1,24,0,11
Cheese,Dairy,14,62.64,258,14,1,5,Saturday,7,1,31,0,245
Cheese,Dairy,7,24.84,273,152,4,5,Wednesday,1,1,18,0,125
Apple,Fruits,3,111.38,46,2,0,10,Thursday,9,1,11,1,44
Milk,Dairy,9,12.28,299,204,14,5,Monday,3,0,7,1,109
Butter,Dairy,14,88.68,89,8,0,5,Thursday,9,0,5,1,81
Mango,Fruits,11,69.47,50,6,0,5,Tuesday,6,0,6,1,44
Butter,Dairy,3,46.01,37,28,0,5,Monday,2,0,39,1,9
Cake,Bakery,3,134.47,273,72,2,0,Monday,5,1,22,1,203
Cake,Bakery,3,118.2,300,35,3,0,Thursday,5,1,20,1,268
Croissant,Bakery,15,52.86,174,75,2,5,Wednesday,3,0,30,0,101
Yogurt,Dairy,4,50.79,158,21,0,0,Friday,5,1,33,1,137
Butter,Dairy,11,14.29,113,53,5,10,Wednesday,2,0,13,1,65
Apple,Fruits,12,98.47,173,142,0,5,Wednesday,6,1,39,1,31
Cake,Bakery,2,34.97,74,73,1,10,Friday,10,0,15,1,2
Orange,Fruits,13,125.26,294,211,8,15,Friday,7,1,13,0,91
Mango,Fruits,2,182.49,276,269,8,10,Thursday,5,0,37,0,15
Apple,Fruits,11,30.81,36,31,2,20,Sunday,10,0,10,1,7
Tomato,Vegetables,2,86.7,290,103,6,20,Saturday,11,0,17,1,193
Yogurt,Dairy,10,61.11,243,69,3,0,Friday,3,0,19,1,177
Onion,Vegetables,8,45.62,24,5,0,5,Tuesday,12,1,14,0,19
Onion,Vegetables,2,176.94,131,0,0,0,Monday,9,1,20,1,131
Mango,Fruits,5,122.81,22,0,0,0,Wednesday,2,1,5,0,22
Cake,Bakery,11,153.06,97,30,1,15,Tuesday,8,1,7,1,68
Muffin,Bakery,6,113.23,62,60,6,20,Thursday,8,1,29,0,8
Bread,Bakery,2,185.06,283,141,10,5,Tuesday,7,0,11,0,152
Apple,Fruits,3,109.44,63,40,0,20,Friday,11,1,21,1,23
Yogurt,Dairy,4,194.83,116,81,4,0,Monday,6,0,25,0,39
Carrot,Vegetables,8,15.69,184,96,9,20,Friday,5,1,22,1,97
Mango,Fruits,4,146.06,68,7,0,10,Saturday,12,0,13,0,61
Cheese,Dairy,12,52.27,248,152,9,0,Tuesday,7,0,7,1,105
Cake,Bakery,6,140.88,89,59,1,10,Saturday,4,1,24,0,31
Yogurt,Dairy,9,13.31,170,22,0,20,Monday,9,0,40,1,148
Bread,Bakery,12,89.55,55,40,1,10,Wednesday,10,0,23,1,16
Bread,Bakery,2,98.28,108,28,0,10,Thursday,7,0,8,0,80
Cheese,Dairy,10,37.23,64,3,0,5,Tuesday,3,1,9,1,61
Croissant,Bakery,2,134.42,155,136,11,10,Monday,8,1,32,1,30
Yogurt,Dairy,6,82.55,43,19,0,5,Thursday,7,0,24,1,24
Bread,Bakery,11,26.74,141,1,0,15,Saturday,12,0,24,1,140
Yogurt,Dairy,5,76.45,235,21,1,15,Friday,3,0,25,0,215
Butter,Dairy,12,191.02,221,115,0,20,Thursday,7,1,27,1,106
Cheese,Dairy,6,196.88,246,226,13,20,Thursday,9,1,23,1,33
Apple,Fruits,12,40.33,50,40,1,10,Monday,1,1,11,1,11
Orange,Fruits,4,33.86,180,69,6,5,Wednesday,1,1,31,1,117
Milk,Dairy,4,26.51,241,215,8,20,Saturday,6,0,27,1,34
Milk,Dairy,8,135.39,161,72,1,0,Monday,11,1,17,0,90
Butter,Dairy,5,10.48,239,59,2,5,Wednesday,11,1,37,0,182
Muffin,Bakery,11,162.26,294,11,1,15,Wednesday,1,1,11,0,284
Croissant,Bakery,3,40.59,209,79,3,10,Monday,12,0,20,0,133
Cake,Bakery,2,69.08,290,217,0,5,Thursday,3,0,37,1,73
Bread,Bakery,5,41.0,123,13,1,20,Sunday,10,0,10,0,111
